id,power,speed,angle,energy,depth,t_inters
3108.1,4000,0.1167,-20,34.2759211653813,2.214,0.654096975149957
3109.1,4000,0.1167,-20,34.2759211653813,2.006,0.652100402742074
3110.1,4000,0.1167,-20,34.2759211653813,2.113,0.664671096829477
3201.1,3000,0.087525,-20,34.2759211653813,1.784,0.883912824907169
3202.1,3000,0.087525,-20,34.2759211653813,1.693,0.882770294201657
3203.1,3000,0.087525,-20,34.2759211653813,1.617,0.895463810339903
3204.1,3000,0.087525,-20,34.2759211653813,1.621,0.883273007712082
3205.1,3000,0.087525,-20,34.2759211653813,1.47,0.893178748928877
3206.1,3000,0.087525,-20,34.2759211653813,1.593,0.881981948014853
3207.1,3000,0.087525,-20,34.2759211653813,1.567,0.880496658097686
3208.1,3000,0.087525,-20,34.2759211653813,1.684,0.894127049414453
3209.1,3000,0.087525,-20,34.2759211653813,1.511,0.894572636389603
3210.1,3000,0.087525,-20,34.2759211653813,1.522,0.892881690945444
3301.1,4000,0.2333,-20,17.1453064723532,0.991,0.313193981997428
3302.1,4000,0.2333,-20,17.1453064723532,0.962,0.300197839691384
3303.1,4000,0.2333,-20,17.1453064723532,1.071,0.313699768538363
3304.1,4000,0.2333,-20,17.1453064723532,0.984,0.312028101157308
3305.1,4000,0.2333,-20,17.1453064723532,1.056,0.298654762108873
3306.1,4000,0.2333,-20,17.1453064723532,1.006,0.311788066866695
3307.1,4000,0.2333,-20,17.1453064723532,1.126,0.311282280325761
3308.1,4000,0.2333,-20,17.1453064723532,1.052,0.312100968709816
3309.1,4000,0.2333,-20,17.1453064723532,0.961,0.310939374196314
3310.1,4000,0.2333,-20,17.1453064723532,0.935,0.311012241748821
3401.1,5500,0.3207875,-20,17.1453064723532,0.996,0.223008723843666
3402.1,5500,0.3207875,-20,17.1453064723532,1.002,0.222322911584772
3403.1,5500,0.3207875,-20,17.1453064723532,1.001,0.208606666406889
3404.1,5500,0.3207875,-20,17.1453064723532,0.923,0.223008723843666
3405.1,5500,0.3207875,-20,17.1453064723532,0.992,0.221481232903402
3406.1,5500,0.3207875,-20,17.1453064723532,0.971,0.223008723843666
3407.1,5500,0.3207875,-20,17.1453064723532,0.978,0.222322911584772
3408.1,5500,0.3207875,-20,17.1453064723532,1.039,0.222759337567704
3409.1,5500,0.3207875,-20,17.1453064723532,1.022,0.222759337567704
3410.1,5500,0.3207875,-20,17.1453064723532,0.95,0.221605926041383
3501.1,5500,0.2381,-20,23.0995380092398,1.37,0.297255392692146
3502.1,5500,0.2381,-20,23.0995380092398,1.442,0.267952578748425
3503.1,5500,0.2381,-20,23.0995380092398,1.374,0.297280592188156
3504.1,5500,0.2381,-20,23.0995380092398,1.364,0.310296131877362
3505.1,5500,0.2381,-20,23.0995380092398,1.379,0.308330571188576
3506.1,5500,0.2381,-20,23.0995380092398,1.382,0.296369210415792
3507.1,5500,0.2381,-20,23.0995380092398,1.35,0.308968958420832
3508.1,5500,0.2381,-20,23.0995380092398,1.331,0.295949218815624
3509.1,5500,0.2381,-20,23.0995380092398,1.394,0.294970638387232
3510.1,5500,0.2381,-20,23.0995380092398,1.365,0.296734603107938
